Random Seed: 123
train: Epoch:30	
loading annotations into memory...
Done (t=1.95s)
creating index...
index created!
load model: data/model/snake/kins_snake/29.pth
loading annotations into memory...
Done (t=2.23s)
creating index...
index created!
loading annotations into memory...
Done (t=2.54s)
creating index...
index created!
train: Epoch:31	
eta: 0:07:31  epoch: 30  step: 37490  mask_loss: 0.5260  ct_loss: 0.7292  wh_loss: 0.2340  py_loss: 1.1194  shape_loss: 0.1093  loss: 2.7180  data: 0.0137  batch: 0.4709  lr: 0.000100  max_mem: 4278
eta: 0:06:08  epoch: 30  step: 37590  mask_loss: 0.5321  ct_loss: 0.7168  wh_loss: 0.3021  py_loss: 1.4311  shape_loss: 0.1757  loss: 3.1579  data: 0.0140  batch: 0.4647  lr: 0.000100  max_mem: 4391
eta: 0:05:10  epoch: 30  step: 37690  mask_loss: 0.5178  ct_loss: 0.7299  wh_loss: 0.2548  py_loss: 1.2242  shape_loss: 0.1332  loss: 2.8598  data: 0.0137  batch: 0.4546  lr: 0.000100  max_mem: 4391
eta: 0:04:17  epoch: 30  step: 37790  mask_loss: 0.5260  ct_loss: 0.7539  wh_loss: 0.2532  py_loss: 1.2102  shape_loss: 0.1383  loss: 2.8816  data: 0.0131  batch: 0.4599  lr: 0.000100  max_mem: 4391
eta: 0:03:27  epoch: 30  step: 37890  mask_loss: 0.5343  ct_loss: 0.7334  wh_loss: 0.2877  py_loss: 1.3481  shape_loss: 0.1383  loss: 3.0418  data: 0.0141  batch: 0.4618  lr: 0.000100  max_mem: 4391
eta: 0:02:39  epoch: 30  step: 37990  mask_loss: 0.5491  ct_loss: 0.7946  wh_loss: 0.2834  py_loss: 1.4210  shape_loss: 0.1403  loss: 3.1885  data: 0.0150  batch: 0.4803  lr: 0.000100  max_mem: 4391
eta: 0:01:51  epoch: 30  step: 38090  mask_loss: 0.5481  ct_loss: 0.7489  wh_loss: 0.2917  py_loss: 1.4090  shape_loss: 0.1577  loss: 3.1554  data: 0.0138  batch: 0.4662  lr: 0.000100  max_mem: 4507
eta: 0:01:03  epoch: 30  step: 38190  mask_loss: 0.5147  ct_loss: 0.7525  wh_loss: 0.2566  py_loss: 1.2824  shape_loss: 0.1269  loss: 2.9331  data: 0.0127  batch: 0.4377  lr: 0.000100  max_mem: 4507
eta: 0:00:16  epoch: 30  step: 38290  mask_loss: 0.5233  ct_loss: 0.7250  wh_loss: 0.2567  py_loss: 1.2350  shape_loss: 0.1406  loss: 2.8805  data: 0.0140  batch: 0.4656  lr: 0.000100  max_mem: 4507
eta: 0:00:00  epoch: 30  step: 38324  mask_loss: 0.5342  ct_loss: 0.7309  wh_loss: 0.2833  py_loss: 1.3532  shape_loss: 0.1477  loss: 3.0492  data: 0.0124  batch: 0.4085  lr: 0.000100  max_mem: 4507
train: Epoch:32	
eta: 0:06:35  epoch: 31  step: 38425  mask_loss: 0.5183  ct_loss: 0.7152  wh_loss: 0.2476  py_loss: 1.1994  shape_loss: 0.1255  loss: 2.8060  data: 0.0147  batch: 0.4673  lr: 0.000100  max_mem: 4507
eta: 0:05:47  epoch: 31  step: 38525  mask_loss: 0.5238  ct_loss: 0.6969  wh_loss: 0.2871  py_loss: 1.3974  shape_loss: 0.1500  loss: 3.0551  data: 0.0134  batch: 0.4564  lr: 0.000100  max_mem: 4659
eta: 0:04:59  epoch: 31  step: 38625  mask_loss: 0.5091  ct_loss: 0.6859  wh_loss: 0.2555  py_loss: 1.2214  shape_loss: 0.1343  loss: 2.8062  data: 0.0135  batch: 0.4451  lr: 0.000100  max_mem: 4659
eta: 0:04:12  epoch: 31  step: 38725  mask_loss: 0.5008  ct_loss: 0.6465  wh_loss: 0.2608  py_loss: 1.2249  shape_loss: 0.1345  loss: 2.7674  data: 0.0135  batch: 0.4502  lr: 0.000100  max_mem: 4659
eta: 0:03:24  epoch: 31  step: 38825  mask_loss: 0.5320  ct_loss: 0.6945  wh_loss: 0.2515  py_loss: 1.2204  shape_loss: 0.1327  loss: 2.8310  data: 0.0142  batch: 0.4676  lr: 0.000100  max_mem: 4659
eta: 0:02:37  epoch: 31  step: 38925  mask_loss: 0.5193  ct_loss: 0.7480  wh_loss: 0.2856  py_loss: 1.3877  shape_loss: 0.1600  loss: 3.1006  data: 0.0142  batch: 0.4610  lr: 0.000100  max_mem: 4659
eta: 0:01:50  epoch: 31  step: 39025  mask_loss: 0.5448  ct_loss: 0.7584  wh_loss: 0.2719  py_loss: 1.3111  shape_loss: 0.1410  loss: 3.0273  data: 0.0130  batch: 0.4562  lr: 0.000100  max_mem: 4659
eta: 0:01:03  epoch: 31  step: 39125  mask_loss: 0.5296  ct_loss: 0.7157  wh_loss: 0.2546  py_loss: 1.2110  shape_loss: 0.1384  loss: 2.8493  data: 0.0132  batch: 0.4548  lr: 0.000100  max_mem: 4659
eta: 0:00:16  epoch: 31  step: 39225  mask_loss: 0.5497  ct_loss: 0.7778  wh_loss: 0.2904  py_loss: 1.3983  shape_loss: 0.1535  loss: 3.1697  data: 0.0137  batch: 0.4902  lr: 0.000100  max_mem: 4659
eta: 0:00:00  epoch: 31  step: 39259  mask_loss: 0.5337  ct_loss: 0.7121  wh_loss: 0.2741  py_loss: 1.3731  shape_loss: 0.1410  loss: 3.0340  data: 0.0127  batch: 0.4001  lr: 0.000100  max_mem: 4659
train: Epoch:33	
eta: 0:06:32  epoch: 32  step: 39360  mask_loss: 0.5421  ct_loss: 0.7407  wh_loss: 0.2994  py_loss: 1.4583  shape_loss: 0.1841  loss: 3.2246  data: 0.0137  batch: 0.4661  lr: 0.000100  max_mem: 4659
eta: 0:05:45  epoch: 32  step: 39460  mask_loss: 0.5159  ct_loss: 0.6747  wh_loss: 0.2666  py_loss: 1.2659  shape_loss: 0.1423  loss: 2.8655  data: 0.0129  batch: 0.5015  lr: 0.000100  max_mem: 4659
eta: 0:04:58  epoch: 32  step: 39560  mask_loss: 0.5034  ct_loss: 0.7088  wh_loss: 0.2686  py_loss: 1.3319  shape_loss: 0.1418  loss: 2.9545  data: 0.0137  batch: 0.4485  lr: 0.000100  max_mem: 4659
eta: 0:04:11  epoch: 32  step: 39660  mask_loss: 0.5129  ct_loss: 0.7144  wh_loss: 0.2340  py_loss: 1.1504  shape_loss: 0.1115  loss: 2.7232  data: 0.0141  batch: 0.4665  lr: 0.000100  max_mem: 4732
eta: 0:03:23  epoch: 32  step: 39760  mask_loss: 0.5192  ct_loss: 0.7283  wh_loss: 0.2522  py_loss: 1.2131  shape_loss: 0.1211  loss: 2.8340  data: 0.0136  batch: 0.4606  lr: 0.000100  max_mem: 4732
eta: 0:02:36  epoch: 32  step: 39860  mask_loss: 0.5335  ct_loss: 0.7013  wh_loss: 0.2464  py_loss: 1.1748  shape_loss: 0.1197  loss: 2.7758  data: 0.0125  batch: 0.4561  lr: 0.000100  max_mem: 4732
eta: 0:01:49  epoch: 32  step: 39960  mask_loss: 0.5212  ct_loss: 0.6886  wh_loss: 0.2678  py_loss: 1.2935  shape_loss: 0.1378  loss: 2.9089  data: 0.0129  batch: 0.4437  lr: 0.000100  max_mem: 4732
eta: 0:01:03  epoch: 32  step: 40060  mask_loss: 0.5311  ct_loss: 0.7237  wh_loss: 0.3004  py_loss: 1.4866  shape_loss: 0.1776  loss: 3.2195  data: 0.0137  batch: 0.4554  lr: 0.000100  max_mem: 4732
eta: 0:00:16  epoch: 32  step: 40160  mask_loss: 0.5342  ct_loss: 0.7003  wh_loss: 0.2685  py_loss: 1.3112  shape_loss: 0.1336  loss: 2.9479  data: 0.0141  batch: 0.4491  lr: 0.000100  max_mem: 4732
eta: 0:00:00  epoch: 32  step: 40194  mask_loss: 0.5576  ct_loss: 0.7488  wh_loss: 0.2840  py_loss: 1.3630  shape_loss: 0.1522  loss: 3.1056  data: 0.0130  batch: 0.4087  lr: 0.000100  max_mem: 4732
train: Epoch:34	
eta: 0:06:30  epoch: 33  step: 40295  mask_loss: 0.5266  ct_loss: 0.7068  wh_loss: 0.2795  py_loss: 1.3567  shape_loss: 0.1506  loss: 3.0202  data: 0.0137  batch: 0.4569  lr: 0.000100  max_mem: 4732
eta: 0:05:43  epoch: 33  step: 40395  mask_loss: 0.5466  ct_loss: 0.7458  wh_loss: 0.3094  py_loss: 1.5396  shape_loss: 0.1812  loss: 3.3225  data: 0.0136  batch: 0.4699  lr: 0.000100  max_mem: 4732
eta: 0:04:56  epoch: 33  step: 40495  mask_loss: 0.5186  ct_loss: 0.7305  wh_loss: 0.2566  py_loss: 1.2712  shape_loss: 0.1406  loss: 2.9175  data: 0.0136  batch: 0.4544  lr: 0.000100  max_mem: 4732
eta: 0:04:09  epoch: 33  step: 40595  mask_loss: 0.5194  ct_loss: 0.7035  wh_loss: 0.2892  py_loss: 1.3870  shape_loss: 0.1613  loss: 3.0604  data: 0.0133  batch: 0.4867  lr: 0.000100  max_mem: 4777
eta: 0:03:23  epoch: 33  step: 40695  mask_loss: 0.5694  ct_loss: 0.7943  wh_loss: 0.2856  py_loss: 1.4326  shape_loss: 0.1447  loss: 3.2265  data: 0.0140  batch: 0.4665  lr: 0.000100  max_mem: 4777
eta: 0:02:36  epoch: 33  step: 40795  mask_loss: 0.5391  ct_loss: 0.7444  wh_loss: 0.2694  py_loss: 1.3164  shape_loss: 0.1382  loss: 3.0075  data: 0.0134  batch: 0.4531  lr: 0.000100  max_mem: 4777
eta: 0:01:49  epoch: 33  step: 40895  mask_loss: 0.5273  ct_loss: 0.7294  wh_loss: 0.2641  py_loss: 1.2685  shape_loss: 0.1302  loss: 2.9194  data: 0.0140  batch: 0.4712  lr: 0.000100  max_mem: 4777
